-4.501305, 5.516414, -1.519024, 1
1.46831, 5.911378, -1.974758, 1
3.610094, 4.068354, -1.848167, 1
4.217739, -3.830364, -0.7341579, 1
2.379778, -5.936699, -0.3037444, 1
-3.589837, -6.331664, 0.1519896, 1
-2.359522, 3.673389, -1.392433, 1
1.620222, 3.936699, -1.696256, 1
-1.751877, -4.225329, -0.278424, 1
2.227867, -3.962019, -0.5822466, 1
-4.36965, 5.805044, 0.4556557, 1
1.599965, 6.200009, -7.83056E-05, 1
3.741749, 4.356984, 0.1265126, 1
4.349394, -3.541734, 1.240522, 1
2.511433, -5.648068, 1.670935, 1
-3.458182, -6.043034, 2.126669, 1
1.751877, 4.225329, 0.278424, 1
-2.227867, 3.962019, 0.5822466, 1
2.359522, -3.673389, 1.392433, 1
-1.620222, -3.936699, 1.696256, 1
